"","NAME","Age.Group","SEX","EDU.Simplified","DEPT","CITY","HOOD","sentence","position","words","focused","tones","sentence_type","total_speakers","position_spec"
"373","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD3","PN","No",NA,"L+H* L-","NFD",30,"PN1"
"374","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD3","PN","se","van","L+H*","NFD",30,"PN2"
"375","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD3","PN","vivir","a","L+H*","NFD",30,"PN3"
"376","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD3","N","San","Juan","L* L%","NFD",30,"N1"
"377","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD4","PN","Es",NA,"H*","NFD",30,"PN1"
"378","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD4","PN","possible","que","L*+¡H","NFD",30,"PN2"
"379","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD4","PN","No",NA,"L+<H*","NFD",30,"PN3"
"380","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD4","PN","le","guste","L+¡H*","NFD",30,"PN4"
"381","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD4","N","regalo",NA,"L* L%","NFD",30,"N1"
"382","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD5","N","con","Manuel","L+H* L%","NFD",30,"N1"
"383","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD6","PN","Esta",NA,"L*+H","NFD",30,"PN1"
"384","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD6","N","buenisimo","FOCUSED","L+H* L%","NFD",30,"N1"
"385","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","BFD1","N","Mandarinas",NA,"L+H* L%","BFD",30,"N"
"386","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","BFD2","PN","Maria",NA,"L+<H*","BFD",30,"PN1"
"387","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","BFD2","PN","esta",NA,"L+H*","BFD",30,"PN2"
"388","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","BFD2","PN","comiendo",NA,"deaccented","BFD",30,"PN3"
"389","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","BFD2","N","mandarinas",NA,"L+H* L%","BFD",30,"N"
"390","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","BFD4","PN","Yo",NA,"L+<H*","BFD",30,"PN1"
"391","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","BFD4","PN","vivi",NA,"deaccented","BFD",30,"PN2"
"392","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","BFD4","PN","muchos",NA,"L+H*","BFD",30,"PN3"
"393","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","BFD4","PN","anos","en","L+H*","BFD",30,"PN4"
"394","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","BFD4","N","San","Juan","L* L%","BFD",30,"N"
"395","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD1","PN","Senora",NA,"L+H*+L","NFD",30,"PN1"
"396","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD1","PN","no",NA,"L+H*","NFD",30,"PN2"
"397","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD1","PN","quiero",NA,"L+¡H*+L","NFD",30,"PN3"
"398","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD1","PN","limones",NA,"L* L-","NFD",30,"PN4"
"399","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD1","PN","quiero",NA,"L+<H*","NFD",30,"PN5"
"400","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD1","N","naranjas","FOCUSED","L+H* L%","NFD",30,"N1"
"401","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD2","PN","Que",NA,"L+H*","NFD",30,"PN1"
"402","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD2","PN","rico",NA,"L+H*","NFD",30,"PN2"
"403","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD2","PN","olor","a","L+<H*","NFD",30,"PN3"
"404","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD2","N","medialunas","FOCUSED","L+¡H*+L L%","NFD",30,"N1"
"405","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD3","PN","No",NA,"L+H*+L L-","NFD",30,"PN1"
"406","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD3","PN","se","van","L+<H*","NFD",30,"PN2"
"407","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD3","PN","vivir","a","L+H*","NFD",30,"PN3"
"408","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD3","N","San","Juan","L+H* L%","NFD",30,"N1"
"409","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD4","PN","Es",NA,"H*","NFD",30,"PN1"
"410","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD4","PN","possible","que","L+<¡H*","NFD",30,"PN2"
"411","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD4","PN","No",NA,"deaccented","NFD",30,"PN3"
"412","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD4","PN","le","guste","L+¡H*","NFD",30,"PN4"
"413","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD4","N","regalo",NA,"L* L%","NFD",30,"N1"
"414","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD5","N","con","Manuel","L+H*+L L%","NFD",30,"N1"
"415","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD6","PN","Esta",NA,"L+<H*","NFD",30,"PN1"
"416","MVF76","60+","Female","Tertiary","Montevideo","Montevideo","Punta Gorda/Carrasco","NFD6","N","buenisimo","FOCUSED","L+¡H*+L L%","NFD",30,"N1"
"417","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","BFD1","N","Mandarinas",NA,"L* L%","BFD",30,"N"
"418","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","BFD2","PN","Maria",NA,"L+<H*","BFD",30,"PN1"
"419","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","BFD2","PN","esta",NA,"H+L*","BFD",30,"PN2"
"420","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","BFD2","PN","comiendo",NA,"L+<H*","BFD",30,"PN3"
"421","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","BFD2","N","mandarinas",NA,"L* L%","BFD",30,"N"
"422","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","BFD4","PN","Yo",NA,NA,"BFD",30,"PN1"
"423","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","BFD4","PN","vivi",NA,NA,"BFD",30,"PN2"
"424","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","BFD4","PN","muchos",NA,NA,"BFD",30,"PN3"
"425","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","BFD4","PN","anos","en",NA,"BFD",30,"PN4"
"426","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","BFD4","N","San","Juan",NA,"BFD",30,"N"
"427","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD1","PN","Senora",NA,"L+H* L-","NFD",30,"PN1"
"428","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD1","PN","no",NA,"L+H*","NFD",30,"PN2"
"429","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD1","PN","quiero",NA,"L+¡H*","NFD",30,"PN3"
"430","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD1","PN","limones",NA,"L* L-","NFD",30,"PN4"
"431","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD1","PN","quiero",NA,"L*+H","NFD",30,"PN5"
"432","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD1","N","naranjas","FOCUSED","L* L%","NFD",30,"N1"
"433","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD2","PN","Que",NA,"L+H*","NFD",30,"PN1"
"434","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD2","PN","rico",NA,"L+¡H*","NFD",30,"PN2"
"435","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD2","PN","olor","a","L+H*","NFD",30,"PN3"
"436","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD2","N","medialunas","FOCUSED","L+¡H* L%","NFD",30,"N1"
"437","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD3","PN","No",NA,"L+H* L-","NFD",30,"PN1"
"438","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD3","PN","se","van","L*+H","NFD",30,"PN2"
"439","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD3","PN","vivir","a","!H+L*","NFD",30,"PN3"
"440","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD3","N","San","Juan","L+H* L%","NFD",30,"N1"
"441","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD4","PN","Es",NA,"H*","NFD",30,"PN1"
"442","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD4","PN","possible","que","L*+¡H H-","NFD",30,"PN2"
"443","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD4","PN","No",NA,"L+H*","NFD",30,"PN3"
"444","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD4","PN","le","guste","L+H*+L","NFD",30,"PN4"
"445","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD4","N","regalo",NA,"L* L%","NFD",30,"N1"
"446","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD5","N","con","Manuel","L+H*+L L%","NFD",30,"N1"
"447","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD6","PN","Esta",NA,"L+H*","NFD",30,"PN1"
"448","MVF77","60+","Female","Tertiary","Montevideo","Montevideo","Pocitos","NFD6","N","buenisimo","FOCUSED","L+H* L%","NFD",30,"N1"
"449","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","BFD1","N","Mandarinas",NA,"L+H* L%","BFD",30,"N"
"450","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","BFD2","PN","Maria",NA,"L+<H*","BFD",30,"PN1"
"451","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","BFD2","PN","esta",NA,"H*","BFD",30,"PN2"
"452","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","BFD2","PN","comiendo",NA,"L+H*","BFD",30,"PN3"
"453","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","BFD2","N","mandarinas",NA,"L* L%","BFD",30,"N"
"454","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","BFD4","PN","Yo",NA,"L+<H*","BFD",30,"PN1"
"455","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","BFD4","PN","vivi",NA,"L+H*","BFD",30,"PN2"
"456","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","BFD4","PN","muchos",NA,"L+¡H*","BFD",30,"PN3"
"457","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","BFD4","PN","anos","en","L+H*","BFD",30,"PN4"
"458","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","BFD4","N","San","Juan","L* L%","BFD",30,"N"
"459","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD1","PN","Senora",NA,"L+H* L-","NFD",30,"PN1"
"460","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD1","PN","no",NA,"L+H*","NFD",30,"PN2"
"461","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD1","PN","quiero",NA,"L+H*","NFD",30,"PN3"
"462","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD1","PN","limones",NA,"L+¡H* L-","NFD",30,"PN4"
"463","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD1","PN","quiero",NA,"L+H*","NFD",30,"PN5"
"464","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD1","N","naranjas","FOCUSED","L+H* L%","NFD",30,"N1"
"465","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD2","PN","Que",NA,"H+L*","NFD",30,"PN1"
"466","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD2","PN","rico",NA,"L+¡H*","NFD",30,"PN2"
"467","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD2","PN","olor","a","L+H*","NFD",30,"PN3"
"468","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD2","N","medialunas","FOCUSED","L+¡H* L%","NFD",30,"N1"
"469","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD3","PN","No",NA,"L+H*+L L-","NFD",30,"PN1"
"470","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD3","PN","se","van","L+H*","NFD",30,"PN2"
"471","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD3","PN","vivir","a","L+H*","NFD",30,"PN3"
"472","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD3","N","San","Juan","L+H*+L L%","NFD",30,"N1"
"473","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD4","PN","Es",NA,"H*","NFD",30,"PN1"
"474","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD4","PN","possible","que","L*+¡H","NFD",30,"PN2"
"475","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD4","PN","No",NA,"!H*","NFD",30,"PN3"
"476","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD4","PN","le","guste","L+¡H*","NFD",30,"PN4"
"477","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD4","N","regalo",NA,"L* L%","NFD",30,"N1"
"478","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD5","N","con","Manuel","L+H*+L L%","NFD",30,"N1"
"479","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD6","PN","Esta",NA,"L+H*","NFD",30,"PN1"
"480","MVF77-2","60+","Female","Tertiary","Montevideo","Montevideo","Carrasco","NFD6","N","buenisimo","FOCUSED","L+¡H* L%","NFD",30,"N1"
"481","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","BFD1","N","Mandarinas",NA,"L* L%","BFD",30,"N"
"482","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","BFD2","PN","Maria",NA,"L+<H*","BFD",30,"PN1"
"483","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","BFD2","PN","esta",NA,"H+L*","BFD",30,"PN2"
"484","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","BFD2","PN","comiendo",NA,"L+!H*","BFD",30,"PN3"
"485","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","BFD2","N","mandarinas",NA,"L* L%","BFD",30,"N"
"486","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","BFD4","PN","Yo",NA,"H*","BFD",30,"PN1"
"487","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","BFD4","PN","vivi",NA,"L+H*","BFD",30,"PN2"
"488","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","BFD4","PN","muchos",NA,"H+L*","BFD",30,"PN3"
"489","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","BFD4","PN","anos","en","L+H*","BFD",30,"PN4"
"490","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","BFD4","N","San","Juan","L* L%","BFD",30,"N"
"491","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD1","PN","Senora",NA,"L+H* L-","NFD",30,"PN1"
"492","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD1","PN","no",NA,"L+H*","NFD",30,"PN2"
"493","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD1","PN","quiero",NA,"L+¡H*","NFD",30,"PN3"
"494","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD1","PN","limones",NA,"L* L-","NFD",30,"PN4"
"495","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD1","PN","quiero",NA,"L+<H*","NFD",30,"PN5"
"496","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD1","N","naranjas","FOCUSED","L+H* L%","NFD",30,"N1"
"497","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD2","PN","Que",NA,"H*","NFD",30,"PN1"
"498","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD2","PN","rico",NA,"L+¡H*","NFD",30,"PN2"
"499","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD2","PN","olor","a","L+H*","NFD",30,"PN3"
"500","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD2","N","medialunas","FOCUSED","L+¡H* L%","NFD",30,"N1"
"501","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD3","PN","No",NA,"L+H* L-","NFD",30,"PN1"
"502","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD3","PN","se","van","L+H*","NFD",30,"PN2"
"503","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD3","PN","vivir","a","L+H*","NFD",30,"PN3"
"504","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD3","N","San","Juan","H+L* L%","NFD",30,"N1"
"505","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD4","PN","Es",NA,"H*","NFD",30,"PN1"
"506","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD4","PN","possible","que","L+<¡H* L-","NFD",30,"PN2"
"507","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD4","PN","No",NA,"L+H*","NFD",30,"PN3"
"508","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD4","PN","le","guste","L+!H*","NFD",30,"PN4"
"509","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD4","N","regalo",NA,"L* L%","NFD",30,"N1"
"510","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD5","N","con","Manuel","L+H*+L L%","NFD",30,"N1"
"511","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD6","PN","Esta",NA,"L+H*","NFD",30,"PN1"
"512","MVM21","18-35","Male","Tertiary","Montevideo","Montevideo","Buceo","NFD6","N","buenisimo","FOCUSED","L+H* L%","NFD",30,"N1"
"513","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","BFD1","N","Mandarinas",NA,"L+H* L%","BFD",30,"N"
"514","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","BFD2","PN","Maria",NA,"L+H*","BFD",30,"PN1"
"515","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","BFD2","PN","esta",NA,"H*","BFD",30,"PN2"
"516","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","BFD2","PN","comiendo",NA,"L+H*","BFD",30,"PN3"
"517","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","BFD2","N","mandarinas",NA,"L+H* L%","BFD",30,"N"
"518","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","BFD4","PN","Yo",NA,"deaccented","BFD",30,"PN1"
"519","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","BFD4","PN","vivi",NA,"L+H*","BFD",30,"PN2"
"520","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","BFD4","PN","muchos",NA,"L+H*","BFD",30,"PN3"
"521","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","BFD4","PN","anos","en","L+H*","BFD",30,"PN4"
"522","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","BFD4","N","San","Juan","!H* !H%","BFD",30,"N"
"523","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD1","PN","Senora",NA,"L+<H* L-","NFD",30,"PN1"
"524","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD1","PN","no",NA,"L+H*","NFD",30,"PN2"
"525","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD1","PN","quiero",NA,"L+¡H*","NFD",30,"PN3"
"526","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD1","PN","limones",NA,"L* L-","NFD",30,"PN4"
"527","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD1","PN","quiero",NA,"L+<H*","NFD",30,"PN5"
"528","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD1","N","naranjas","FOCUSED","L+H* L%","NFD",30,"N1"
"529","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD2","PN","Que",NA,"H*","NFD",30,"PN1"
"530","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD2","PN","rico",NA,"L+¡H*","NFD",30,"PN2"
"531","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD2","PN","olor","a","L+H*","NFD",30,"PN3"
"532","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD2","N","medialunas","FOCUSED","L+H* L%","NFD",30,"N1"
"533","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD3","PN","No",NA,"L+H* L-","NFD",30,"PN1"
"534","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD3","PN","se","van","L+H*","NFD",30,"PN2"
"535","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD3","PN","vivir","a","L+!H*","NFD",30,"PN3"
"536","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD3","N","San","Juan","L+¡H* !H%","NFD",30,"N1"
"537","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD4","PN","Es",NA,"L*+H","NFD",30,"PN1"
"538","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD4","PN","possible","que","L*+H","NFD",30,"PN2"
"539","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD4","PN","No",NA,"L+H*","NFD",30,"PN3"
"540","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD4","PN","le","guste","L*+H","NFD",30,"PN4"
"541","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD4","N","regalo",NA,"L* L%","NFD",30,"N1"
"542","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD5","N","con","Manuel","L+H* !H%","NFD",30,"N1"
"543","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD6","PN","Esta",NA,"L+H*","NFD",30,"PN1"
"544","MVM23","18-35","Male","Secondary","Montevideo","Montevideo","Barrio Sur","NFD6","N","buenisimo","FOCUSED","L+¡H* L%","NFD",30,"N1"
"545","MVM26-2","18-35","Male","Secondary","Montevideo","Montevideo","Villa Teresa","BFD1","N","Mandarinas",NA,"L* L%","BFD",30,"N"
"546","MVM26-2","18-35","Male","Secondary","Montevideo","Montevideo","Villa Teresa","BFD2","PN","Maria",NA,"L+<H*","BFD",30,"PN1"
"547","MVM26-2","18-35","Male","Secondary","Montevideo","Montevideo","Villa Teresa","BFD2","PN","esta",NA,"deaccented","BFD",30,"PN2"
"548","MVM26-2","18-35","Male","Secondary","Montevideo","Montevideo","Villa Teresa","BFD2","PN","comiendo",NA,"L+<H*","BFD",30,"PN3"
"549","MVM26-2","18-35","Male","Secondary","Montevideo","Montevideo","Villa Teresa","BFD2","N","mandarinas",NA,"L* L%","BFD",30,"N"
"550","MVM26-2","18-35","Male","Secondary","Montevideo","Montevideo","Villa Teresa","BFD4","PN","Yo",NA,"H*","BFD",30,"PN1"
"551","MVM26-2","18-35","Male","Secondary","Montevideo","Montevideo","Villa Teresa","BFD4","PN","vivi",NA,"H*","BFD",30,"PN2"
"552","MVM26-2","18-35","Male","Secondary","Montevideo","Montevideo","Villa Teresa","BFD4","PN","muchos",NA,"H*","BFD",30,"PN3"
"553","MVM26-2","18-35","Male","Secondary","Montevideo","Montevideo","Villa Teresa","BFD4","PN","anos","en","H+L*","BFD",30,"PN4"
"554","MVM26-2","18-35","Male","Secondary","Montevideo","Montevideo","Villa Teresa","BFD4","N","San","Juan","L* L%","BFD",30,"N"
"555","MVM26-2","18-35","Male","Secondary","Montevideo","Montevideo","Villa Teresa","NFD1","PN","Senora",NA,"H+L*","NFD",30,"PN1"
"556","MVM26-2","18-35","Male","Secondary","Montevideo","Montevideo","Villa Teresa","NFD1","PN","no",NA,"L+H*","NFD",30,"PN2"
"557","MVM26-2","18-35","Male","Secondary","Montevideo","Montevideo","Villa Teresa","NFD1","PN","quiero",NA,"H+L*","NFD",30,"PN3"
"558","MVM26-2","18-35","Male","Secondary","Montevideo","Montevideo","Villa Teresa","NFD1","PN","limones",NA,"L* L-","NFD",30,"PN4"
"559","MVM26-2","18-35","Male","Secondary","Montevideo","Montevideo","Villa Teresa","NFD1","PN","quiero",NA,"H+L*","NFD",30,"PN5"
"560","MVM26-2","18-35","Male","Secondary","Montevideo","Montevideo","Villa Teresa","NFD1","N","naranjas","FOCUSED","L* L%","NFD",30,"N1"
"561","MVM26-2","18-35","Male","Secondary","Montevideo","Montevideo","Villa Teresa","NFD2","PN","Que",NA,"H*","NFD",30,"PN1"
"562","MVM26-2","18-35","Male","Secondary","Montevideo","Montevideo","Villa Teresa","NFD2","PN","rico",NA,"L+¡H*","NFD",30,"PN2"
